timestep,susceptible,infected,recovered,dead
1,1369,131,0,0
2,1189,311,0,0
3,955,545,0,0
4,706,793,1,0
5,456,1038,6,0
6,311,1173,16,0
7,199,1262,38,1
8,131,1273,95,1
9,90,1234,175,1
10,62,1150,284,4
11,32,1034,428,6
12,16,867,609,8
13,9,709,769,13
14,4,534,947,15
15,2,418,1063,17
16,0,308,1171,21
17,0,223,1255,22
18,0,159,1318,23
19,0,95,1382,23
20,0,64,1412,24
21,0,39,1436,25
22,0,20,1455,25
23,0,12,1463,25
24,0,8,1467,25
25,0,5,1470,25
26,0,1,1473,26
27,0,1,1473,26
28,0,0,1474,26
