timestep,susceptible,infected,recovered,dead
1,1365,135,0,0
2,1204,296,0,0
3,937,563,0,0
4,701,798,1,0
5,457,1030,12,1
6,245,1233,20,2
7,118,1333,47,2
8,61,1339,97,3
9,32,1290,174,4
10,18,1190,285,7
11,9,1052,430,9
12,5,879,605,11
13,2,705,779,14
14,0,544,941,15
15,0,394,1085,21
16,0,269,1205,26
17,0,155,1313,32
18,0,97,1369,34
19,0,56,1409,35
20,0,33,1432,35
21,0,22,1443,35
22,0,12,1453,35
23,0,5,1460,35
24,0,4,1461,35
25,0,2,1463,35
26,0,0,1465,35
