timestep,susceptible,infected,recovered,dead
1,1602,398,0,0
2,1225,765,10,0
3,841,1097,62,0
4,590,1208,202,0
5,356,1196,443,5
6,231,990,763,16
7,143,787,1047,23
8,84,548,1336,32
9,51,363,1551,35
10,43,233,1683,41
11,35,121,1801,43
12,29,67,1858,46
13,29,39,1886,46
14,27,18,1908,47
15,27,12,1914,47
16,27,7,1919,47
17,27,0,1926,47
