timestep,susceptible,infected,recovered,dead
1,1598,402,0,0
2,1232,756,12,0
3,852,1099,49,0
4,558,1251,190,1
5,343,1222,427,8
6,196,1027,763,14
7,114,783,1083,20
8,64,567,1344,25
9,44,363,1566,27
10,32,216,1718,34
11,22,120,1823,35
12,21,75,1869,35
13,21,35,1908,36
14,20,18,1925,37
15,20,7,1936,37
16,20,3,1940,37
17,20,1,1941,38
18,20,1,1941,38
19,20,0,1942,38
