timestep,susceptible,infected,recovered,dead
1,1428,72,0,0
2,1363,137,0,0
3,1274,226,0,0
4,1156,343,1,0
5,1023,471,6,0
6,865,626,9,0
7,740,739,20,1
8,623,836,40,1
9,495,941,63,1
10,388,989,121,2
11,311,990,194,5
12,240,972,280,8
13,164,953,374,9
14,125,876,485,14
15,86,788,611,15
16,62,671,750,17
17,51,557,872,20
18,43,462,972,23
19,32,384,1058,26
20,24,314,1134,28
21,17,248,1207,28
22,15,183,1274,28
23,12,131,1328,29
24,11,94,1366,29
25,10,67,1393,30
26,10,51,1409,30
27,10,38,1422,30
28,10,23,1437,30
29,10,19,1441,30
30,10,16,1444,30
31,10,13,1447,30
32,10,9,1451,30
33,10,6,1454,30
34,10,4,1456,30
35,10,3,1457,30
36,10,1,1459,30
37,10,1,1459,30
38,10,1,1459,30
39,10,0,1460,30
