timestep,susceptible,infected,recovered,dead
1,1426,74,0,0
2,1371,129,0,0
3,1277,222,1,0
4,1146,353,1,0
5,1013,483,4,0
6,876,616,8,0
7,742,736,22,0
8,603,846,51,0
9,510,903,86,1
10,413,953,131,3
11,338,945,212,5
12,273,922,300,5
13,219,891,384,6
14,176,822,492,10
15,141,746,602,11
16,103,671,710,16
17,79,574,829,18
18,56,502,921,21
19,42,422,1013,23
20,35,348,1094,23
21,29,286,1160,25
22,23,240,1212,25
23,20,189,1263,28
24,17,154,1299,30
25,16,110,1343,31
26,14,78,1376,32
27,11,64,1393,32
28,9,50,1409,32
29,9,36,1423,32
30,9,29,1430,32
31,9,21,1438,32
32,9,13,1446,32
33,9,8,1451,32
34,9,5,1454,32
35,9,4,1455,32
36,9,3,1456,32
37,9,0,1459,32
