timestep,susceptible,infected,recovered,dead
1,1433,67,0,0
2,1358,142,0,0
3,1292,208,0,0
4,1200,299,1,0
5,1097,400,3,0
6,982,509,9,0
7,846,638,16,0
8,720,739,40,1
9,605,822,72,1
10,482,915,102,1
11,385,954,159,2
12,318,942,237,3
13,237,927,329,7
14,211,863,416,10
15,166,795,526,13
16,134,718,632,16
17,113,622,745,20
18,85,548,846,21
19,66,449,963,22
20,55,374,1045,26
21,48,312,1113,27
22,40,247,1184,29
23,31,201,1239,29
24,26,161,1284,29
25,24,138,1309,29
26,19,98,1353,30
27,17,83,1370,30
28,17,64,1389,30
29,16,49,1405,30
30,16,41,1413,30
31,16,32,1421,31
32,16,27,1426,31
33,16,18,1435,31
34,16,16,1437,31
35,16,10,1443,31
36,16,6,1446,32
37,16,3,1449,32
38,16,2,1449,33
39,16,2,1449,33
40,16,1,1450,33
41,16,1,1450,33
42,16,0,1451,33
