timestep,susceptible,infected,recovered,dead
1,1436,64,0,0
2,1385,115,0,0
3,1312,188,0,0
4,1214,285,1,0
5,1094,404,2,0
6,954,540,6,0
7,822,658,20,0
8,693,777,30,0
9,588,847,64,1
10,477,913,108,2
11,373,946,179,2
12,309,924,265,2
13,234,924,338,4
14,181,873,442,4
15,143,798,553,6
16,117,708,668,7
17,91,613,786,10
18,74,534,881,11
19,57,451,978,14
20,46,376,1063,15
21,37,322,1125,16
22,29,255,1199,17
23,24,195,1263,18
24,22,154,1305,19
25,20,127,1334,19
26,19,94,1367,20
27,15,70,1394,21
28,14,54,1410,22
29,13,39,1426,22
30,12,33,1433,22
31,12,24,1442,22
32,12,19,1447,22
33,12,16,1450,22
34,12,11,1455,22
35,11,7,1460,22
36,11,3,1464,22
37,11,3,1464,22
38,11,3,1464,22
39,11,1,1466,22
40,10,2,1466,22
41,10,2,1466,22
42,10,2,1466,22
43,10,2,1466,22
44,10,1,1467,22
45,10,1,1467,22
46,10,1,1467,22
47,10,1,1467,22
48,10,0,1468,22
