timestep,susceptible,infected,recovered,dead
1,1418,82,0,0
2,1331,169,0,0
3,1215,285,0,0
4,1100,398,2,0
5,957,539,4,0
6,827,657,16,0
7,680,793,27,0
8,568,885,47,0
9,475,935,89,1
10,366,984,146,4
11,284,1004,207,5
12,222,967,306,5
13,178,888,428,6
14,124,819,548,9
15,93,735,663,9
16,75,650,763,12
17,51,577,856,16
18,40,477,965,18
19,27,396,1058,19
20,18,336,1127,19
21,14,273,1192,21
22,13,198,1267,22
23,9,150,1318,23
24,9,115,1352,24
25,9,87,1380,24
26,8,69,1399,24
27,8,50,1418,24
28,8,42,1426,24
29,8,25,1443,24
30,8,16,1452,24
31,8,11,1457,24
32,8,4,1464,24
33,8,2,1466,24
34,8,2,1466,24
35,8,0,1467,25
