timestep,susceptible,infected,recovered,dead
1,982,18,0,0
2,971,29,0,0
3,956,44,0,0
4,938,61,1,0
5,924,73,3,0
6,907,84,8,1
7,880,98,20,2
8,855,108,34,3
9,826,126,45,3
10,805,130,60,5
11,772,145,78,5
12,742,161,92,5
13,701,178,113,8
14,682,166,144,8
15,647,179,166,8
16,616,175,198,11
17,595,163,230,12
18,565,172,249,14
19,528,182,275,15
20,510,171,302,17
21,489,165,329,17
22,463,163,356,18
23,436,157,387,20
24,406,156,417,21
25,391,143,445,21
26,378,137,463,22
27,365,123,488,24
28,352,118,505,25
29,330,116,527,27
30,314,107,551,28
31,307,88,575,30
32,293,85,592,30
33,283,80,606,31
34,273,77,616,34
35,269,66,630,35
36,258,60,642,40
37,251,54,655,40
38,244,53,661,42
39,235,53,670,42
40,229,50,679,42
41,224,45,689,42
42,221,36,701,42
43,210,42,706,42
44,207,36,715,42
45,204,35,719,42
46,199,32,726,43
47,193,32,732,43
48,189,27,740,44
49,186,25,745,44
50,185,21,750,44
51,182,19,754,45
52,181,18,756,45
53,180,17,758,45
54,178,13,764,45
55,176,12,767,45
56,175,10,770,45
57,174,9,772,45
58,173,9,773,45
59,171,9,775,45
60,169,11,775,45
61,167,9,778,46
62,167,7,780,46
63,167,6,781,46
64,167,5,782,46
65,167,5,782,46
66,166,4,784,46
67,166,1,787,46
68,166,1,787,46
69,166,1,787,46
70,166,1,787,46
71,166,1,787,46
72,166,1,787,46
73,166,0,787,47
