timestep,susceptible,infected,recovered,dead
1,984,16,0,0
2,966,34,0,0
3,957,42,1,0
4,942,55,3,0
5,923,70,7,0
6,902,84,14,0
7,885,94,21,0
8,858,110,30,2
9,831,122,43,4
10,806,134,56,4
11,783,142,71,4
12,750,155,88,7
13,723,167,101,9
14,689,166,133,12
15,667,162,158,13
16,633,169,183,15
17,607,172,206,15
18,578,172,234,16
19,551,168,265,16
20,519,170,295,16
21,492,170,320,18
22,457,177,346,20
23,426,184,369,21
24,400,178,398,24
25,369,180,420,31
26,344,178,447,31
27,322,171,476,31
28,299,165,503,33
29,277,152,537,34
30,261,138,565,36
31,242,128,593,37
32,228,110,625,37
33,214,96,651,39
34,200,97,663,40
35,189,92,679,40
36,179,81,699,41
37,177,62,717,44
38,169,55,731,45
39,162,52,739,47
40,155,46,752,47
41,151,39,762,48
42,149,35,767,49
43,148,29,773,50
44,146,22,782,50
45,143,20,787,50
46,141,15,794,50
47,141,10,799,50
48,141,7,801,51
49,140,6,803,51
50,140,5,804,51
51,140,3,806,51
52,139,3,807,51
53,139,3,807,51
54,138,4,807,51
55,138,3,808,51
56,138,3,808,51
57,138,2,809,51
58,138,1,810,51
59,138,1,810,51
60,138,0,811,51
