timestep,susceptible,infected,recovered,dead
1,982,18,0,0
2,975,25,0,0
3,963,36,1,0
4,953,44,2,1
5,938,55,6,1
6,915,73,11,1
7,902,75,20,3
8,887,84,25,4
9,867,95,34,4
10,854,95,47,4
11,837,91,65,7
12,825,92,75,8
13,808,86,97,9
14,795,88,108,9
15,778,92,121,9
16,768,86,137,9
17,746,93,150,11
18,732,95,160,13
19,720,87,180,13
20,708,86,192,14
21,695,80,209,16
22,687,79,218,16
23,673,78,232,17
24,654,81,247,18
25,646,80,256,18
26,627,80,273,20
27,611,86,282,21
28,590,92,297,21
29,564,106,309,21
30,553,111,314,22
31,537,110,331,22
32,519,107,351,23
33,506,103,366,25
34,486,104,385,25
35,467,106,401,26
36,446,112,416,26
37,431,104,438,27
38,414,106,453,27
39,397,105,471,27
40,386,96,491,27
41,368,101,501,30
42,352,101,516,31
43,332,99,537,32
44,318,97,552,33
45,306,92,569,33
46,301,84,582,33
47,287,80,598,35
48,280,72,613,35
49,271,63,631,35
50,260,62,643,35
51,252,61,652,35
52,246,55,664,35
53,238,53,674,35
54,234,46,685,35
55,233,33,699,35
56,224,38,703,35
57,219,36,710,35
58,216,32,717,35
59,211,29,724,36
60,210,24,730,36
61,207,23,734,36
62,205,19,740,36
63,199,22,743,36
64,197,17,748,38
65,194,17,751,38
66,190,21,751,38
67,188,21,753,38
68,186,20,755,39
69,185,17,759,39
70,181,15,765,39
71,180,14,767,39
72,175,15,771,39
73,173,15,773,39
74,168,16,777,39
75,166,16,778,40
76,165,16,779,40
77,164,16,780,40
78,163,13,784,40
79,162,11,787,40
80,160,10,790,40
81,158,11,791,40
82,156,11,793,40
83,154,10,796,40
84,153,10,797,40
85,152,11,797,40
86,152,9,799,40
87,152,6,800,42
88,152,4,801,43
89,152,2,803,43
90,152,0,805,43
