timestep,susceptible,infected,recovered,dead
1,982,18,0,0
2,978,22,0,0
3,973,27,0,0
4,962,38,0,0
5,950,49,1,0
6,937,58,5,0
7,922,68,9,1
8,899,82,17,2
9,880,92,25,3
10,853,105,38,4
11,823,126,47,4
12,794,146,55,5
13,752,173,69,6
14,726,180,87,7
15,705,181,106,8
16,679,177,135,9
17,653,178,159,10
18,619,176,193,12
19,601,162,225,12
20,570,169,247,14
21,532,176,276,16
22,505,182,297,16
23,468,190,324,18
24,438,192,350,20
25,409,191,380,20
26,380,190,410,20
27,348,184,446,22
28,310,191,474,25
29,284,197,494,25
30,263,190,519,28
31,243,171,557,29
32,218,152,598,32
33,200,146,620,34
34,186,136,644,34
35,177,110,678,35
36,171,101,693,35
37,167,81,716,36
38,162,59,743,36
39,160,47,755,38
40,154,41,767,38
41,152,32,777,39
42,150,22,788,40
43,150,15,795,40
44,148,15,797,40
45,148,10,800,42
46,147,8,803,42
47,146,6,806,42
48,144,7,807,42
49,143,6,809,42
50,143,6,809,42
51,143,5,809,43
52,142,4,811,43
53,142,4,811,43
54,142,2,813,43
55,142,2,813,43
56,142,1,814,43
57,142,1,814,43
58,142,1,814,43
59,142,1,814,43
60,142,0,815,43
