timestep,susceptible,infected,recovered,dead
1,985,15,0,0
2,972,28,0,0
3,962,37,1,0
4,950,46,4,0
5,932,59,9,0
6,920,65,15,0
7,906,74,19,1
8,882,88,28,2
9,864,97,37,2
10,846,102,49,3
11,819,113,65,3
12,795,119,83,3
13,771,128,98,3
14,751,132,114,3
15,729,131,136,4
16,708,131,157,4
17,684,137,173,6
18,665,130,198,7
19,646,135,211,8
20,632,122,237,9
21,612,121,256,11
22,590,123,274,13
23,572,123,291,14
24,557,110,317,16
25,541,105,338,16
26,528,100,355,17
27,514,102,367,17
28,501,95,387,17
29,474,108,401,17
30,456,107,419,18
31,439,102,440,19
32,420,111,450,19
33,396,121,464,19
34,379,115,485,21
35,365,111,501,23
36,349,106,521,24
37,338,95,542,25
38,324,91,560,25
39,317,83,574,26
40,314,73,586,27
41,306,63,604,27
42,293,56,623,28
43,288,53,631,28
44,280,48,644,28
45,276,47,649,28
46,268,44,660,28
47,263,42,666,29
48,258,37,675,30
49,254,34,679,33
50,246,31,690,33
51,238,31,698,33
52,235,28,703,34
53,229,33,704,34
54,223,36,707,34
55,214,42,710,34
56,209,43,714,34
57,206,41,719,34
58,199,39,728,34
59,195,39,732,34
60,189,33,744,34
61,186,30,750,34
62,183,26,757,34
63,178,26,762,34
64,178,23,765,34
65,177,22,767,34
66,176,17,773,34
67,169,18,778,35
68,167,16,782,35
69,165,16,784,35
70,165,14,786,35
71,164,13,788,35
72,163,13,789,35
73,162,12,791,35
74,162,7,796,35
75,162,3,800,35
76,162,3,800,35
77,162,1,802,35
78,162,1,802,35
79,161,2,802,35
80,161,2,802,35
81,161,2,802,35
82,161,2,802,35
83,161,1,803,35
84,160,1,804,35
85,160,1,804,35
86,160,1,804,35
87,160,1,804,35
88,160,1,804,35
89,160,1,804,35
90,160,0,805,35
