timestep,susceptible,infected,recovered,dead
1,982,18,0,0
2,971,29,0,0
3,962,38,0,0
4,940,59,1,0
5,921,72,7,0
6,887,95,18,0
7,845,129,26,0
8,809,160,31,0
9,775,177,47,1
10,734,195,68,3
11,697,213,86,4
12,658,214,120,8
13,625,217,146,12
14,592,219,173,16
15,569,210,204,17
16,539,193,246,22
17,512,190,275,23
18,482,188,304,26
19,454,180,339,27
20,422,170,379,29
21,406,150,413,31
22,392,136,440,32
23,377,131,459,33
24,364,113,489,34
25,352,103,510,35
26,331,99,532,38
27,315,98,548,39
28,300,100,561,39
29,288,95,577,40
30,270,94,595,41
31,257,93,608,42
32,248,87,622,43
33,242,78,637,43
34,233,68,654,45
35,226,60,667,47
36,220,54,678,48
37,210,49,689,52
38,208,38,701,53
39,203,35,708,54
40,196,36,714,54
41,194,29,723,54
42,191,30,725,54
43,189,23,734,54
44,186,24,735,55
45,185,20,740,55
46,185,12,748,55
47,185,10,750,55
48,185,7,753,55
49,182,8,755,55
50,181,9,755,55
51,179,8,758,55
52,178,7,760,55
53,178,6,761,55
54,175,9,761,55
55,174,6,765,55
56,173,6,766,55
57,173,6,766,55
58,172,5,768,55
59,170,6,769,55
60,170,6,769,55
61,170,3,772,55
62,169,4,772,55
63,169,4,772,55
64,169,3,773,55
65,169,2,774,55
66,168,3,774,55
67,168,2,775,55
68,168,2,775,55
69,168,1,776,55
70,168,0,777,55
