timestep,susceptible,infected,recovered,dead
1,987,13,0,0
2,985,15,0,0
3,977,23,0,0
4,958,42,0,0
5,939,59,2,0
6,917,75,8,0
7,908,79,13,0
8,883,98,18,1
9,854,118,27,1
10,823,134,41,2
11,791,146,61,2
12,761,153,83,3
13,728,166,102,4
14,706,163,127,4
15,676,171,146,7
16,651,166,172,11
17,632,155,200,13
18,603,158,226,13
19,574,161,250,15
20,533,171,279,17
21,502,175,305,18
22,473,181,327,19
23,448,185,348,19
24,422,181,377,20
25,389,183,407,21
26,358,180,440,22
27,332,169,476,23
28,306,165,506,23
29,280,162,534,24
30,266,148,562,24
31,248,142,586,24
32,236,129,611,24
33,227,111,637,25
34,211,107,657,25
35,199,89,686,26
36,190,79,703,28
37,181,76,715,28
38,172,71,728,29
39,168,58,744,30
40,162,50,758,30
41,158,45,767,30
42,156,31,783,30
43,154,26,790,30
44,153,19,798,30
45,150,17,803,30
46,149,14,806,31
47,149,12,808,31
48,148,10,811,31
49,146,11,812,31
50,145,10,814,31
51,145,7,817,31
52,145,4,820,31
53,145,2,822,31
54,145,1,823,31
55,145,0,824,31
