timestep,susceptible,infected,recovered,dead
1,981,18,1,0
2,971,28,1,0
3,955,44,1,0
4,943,56,1,0
5,926,69,5,0
6,905,85,9,1
7,890,90,19,1
8,868,100,31,1
9,846,110,42,2
10,822,115,60,3
11,798,124,74,4
12,770,137,89,4
13,751,134,109,6
14,729,140,125,6
15,702,152,140,6
16,680,143,170,7
17,652,147,192,9
18,631,152,206,11
19,607,147,234,12
20,578,146,262,14
21,565,129,292,14
22,541,129,315,15
23,521,132,331,16
24,490,142,350,18
25,460,151,371,18
26,445,139,398,18
27,426,122,432,20
28,410,126,444,20
29,393,120,464,23
30,378,107,489,26
31,364,104,505,27
32,348,96,528,28
33,337,87,547,29
34,324,87,560,29
35,311,83,577,29
36,299,85,587,29
37,286,76,609,29
38,268,78,624,30
39,256,81,632,31
40,249,66,653,32
41,242,61,665,32
42,231,63,673,33
43,220,65,682,33
44,204,70,692,34
45,196,60,709,35
46,190,59,715,36
47,178,57,729,36
48,174,50,740,36
49,170,45,747,38
50,166,42,754,38
51,160,37,765,38
52,155,35,772,38
53,152,32,778,38
54,150,26,786,38
55,145,22,793,40
56,145,16,799,40
57,145,11,804,40
58,143,11,806,40
59,142,10,808,40
60,142,6,812,40
61,142,5,813,40
62,142,3,815,40
63,142,2,816,40
64,142,2,816,40
65,142,1,817,40
66,142,0,818,40
