timestep,susceptible,infected,recovered,dead
1,984,16,0,0
2,976,24,0,0
3,969,31,0,0
4,954,44,2,0
5,935,60,4,1
6,920,71,8,1
7,899,86,14,1
8,866,105,28,1
9,849,109,41,1
10,824,124,50,2
11,790,146,62,2
12,756,162,79,3
13,737,161,95,7
14,701,176,115,8
15,674,180,138,8
16,645,176,170,9
17,608,182,199,11
18,586,174,229,11
19,545,189,254,12
20,524,182,281,13
21,503,172,310,15
22,467,171,343,19
23,444,171,366,19
24,421,157,400,22
25,396,149,432,23
26,381,139,457,23
27,359,137,479,25
28,346,127,500,27
29,334,110,527,29
30,315,104,549,32
31,302,99,567,32
32,283,97,588,32
33,269,93,604,34
34,255,94,616,35
35,242,92,631,35
36,230,91,644,35
37,222,71,670,37
38,207,71,684,38
39,200,67,694,39
40,193,64,704,39
41,188,56,717,39
42,182,50,728,40
43,176,45,737,42
44,172,39,745,44
45,167,37,752,44
46,164,30,761,45
47,160,25,770,45
48,158,23,774,45
49,154,23,778,45
50,152,21,782,45
51,151,16,788,45
52,151,14,790,45
53,150,12,793,45
54,150,11,794,45
55,149,8,798,45
56,148,5,802,45
57,147,6,802,45
58,147,6,802,45
59,146,5,804,45
60,144,5,806,45
61,144,5,806,45
62,144,5,806,45
63,143,5,807,45
64,143,5,807,45
65,143,3,809,45
66,142,3,810,45
67,142,2,811,45
68,142,1,812,45
69,142,1,812,45
70,142,1,812,45
71,142,1,812,45
72,142,0,813,45
