timestep,susceptible,infected,recovered,dead
1,988,12,0,0
2,984,16,0,0
3,979,21,0,0
4,972,26,2,0
5,962,35,3,0
6,948,46,6,0
7,929,54,17,0
8,915,67,18,0
9,885,90,23,2
10,858,104,35,3
11,837,114,46,3
12,807,127,62,4
13,766,153,77,4
14,736,170,88,6
15,688,202,103,7
16,655,205,131,9
17,602,220,166,12
18,553,239,195,13
19,503,254,226,17
20,461,265,256,18
21,422,267,289,22
22,387,255,335,23
23,351,255,370,24
24,319,237,420,24
25,297,218,460,25
26,273,202,499,26
27,259,166,548,27
28,244,150,579,27
29,232,134,604,30
30,221,108,639,32
31,211,88,668,33
32,206,67,691,36
33,196,68,700,36
34,191,53,719,37
35,185,47,731,37
36,176,47,739,38
37,169,47,744,40
38,165,43,750,42
39,158,41,759,42
40,156,37,764,43
41,154,30,773,43
42,148,31,778,43
43,145,27,785,43
44,142,24,791,43
45,141,19,796,44
46,141,15,800,44
47,137,13,806,44
48,136,12,808,44
49,136,6,813,45
50,135,7,813,45
51,135,5,815,45
52,135,5,815,45
53,135,3,817,45
54,135,3,817,45
55,135,3,817,45
56,135,0,820,45
