timestep,susceptible,infected,recovered,dead
1,979,21,0,0
2,974,26,0,0
3,958,41,1,0
4,943,56,1,0
5,932,61,7,0
6,914,76,10,0
7,893,82,24,1
8,873,92,33,2
9,855,95,46,4
10,840,97,59,4
11,817,111,68,4
12,789,118,87,6
13,759,132,101,8
14,743,127,122,8
15,718,133,139,10
16,684,146,159,11
17,662,154,172,12
18,638,156,192,14
19,614,160,211,15
20,601,147,237,15
21,579,144,260,17
22,554,135,293,18
23,537,123,321,19
24,518,119,343,20
25,487,128,364,21
26,463,138,377,22
27,442,147,389,22
28,423,146,407,24
29,405,142,428,25
30,388,130,456,26
31,370,125,478,27
32,345,120,507,28
33,330,113,527,30
34,312,117,540,31
35,300,109,559,32
36,288,98,581,33
37,275,97,595,33
38,262,88,615,35
39,253,86,626,35
40,248,64,651,37
41,239,58,665,38
42,237,49,676,38
43,232,41,689,38
44,225,37,699,39
45,224,31,706,39
46,222,23,716,39
47,217,25,719,39
48,216,23,722,39
49,215,18,727,40
50,213,16,731,40
51,209,15,735,41
52,208,15,736,41
53,206,14,739,41
54,205,11,742,42
55,203,12,743,42
56,200,12,746,42
57,196,15,747,42
58,196,13,749,42
59,192,14,752,42
60,191,12,755,42
61,189,12,757,42
62,187,13,758,42
63,185,11,762,42
64,182,13,763,42
65,182,11,765,42
66,180,12,766,42
67,180,8,770,42
68,180,7,771,42
69,179,5,774,42
70,178,4,776,42
71,178,4,776,42
72,178,3,777,42
73,178,2,778,42
74,178,1,779,42
75,178,1,779,42
76,178,1,779,42
77,178,1,779,42
78,178,1,779,42
79,178,0,780,42
