timestep,susceptible,infected,recovered,dead
1,1099,901,0,0
2,264,1736,0,0
3,42,1955,3,0
4,1,1989,10,0
5,0,1978,22,0
6,0,1956,44,0
7,0,1910,89,1
8,0,1835,162,3
9,0,1704,293,3
10,0,1539,455,6
11,0,1335,658,7
12,0,1076,912,12
13,0,796,1188,16
14,0,560,1423,17
15,0,351,1629,20
16,0,195,1783,22
17,0,94,1884,22
18,0,44,1933,23
19,0,17,1960,23
20,0,5,1972,23
21,0,1,1976,23
22,0,1,1976,23
23,0,0,1977,23
