timestep,susceptible,infected,recovered,dead
1,1201,797,2,0
2,319,1678,3,0
3,73,1920,7,0
4,9,1977,14,0
5,0,1976,24,0
6,0,1957,43,0
7,0,1901,99,0
8,0,1828,172,0
9,0,1707,290,3
10,0,1550,446,4
11,0,1344,650,6
12,0,1118,872,10
13,0,865,1123,12
14,0,604,1380,16
15,0,394,1589,17
16,0,249,1731,20
17,0,140,1840,20
18,0,68,1909,23
19,0,34,1943,23
20,0,13,1964,23
21,0,6,1971,23
22,0,1,1976,23
23,0,0,1977,23
