timestep,susceptible,infected,recovered,dead
1,1155,845,0,0
2,244,1756,0,0
3,27,1971,2,0
4,1,1992,7,0
5,1,1981,18,0
6,0,1958,42,0
7,0,1912,88,0
8,0,1832,168,0
9,0,1707,290,3
10,0,1534,463,3
11,0,1315,678,7
12,0,1056,936,8
13,0,813,1175,12
14,0,580,1405,15
15,0,373,1611,16
16,0,218,1764,18
17,0,124,1858,18
18,0,49,1933,18
19,0,22,1960,18
20,0,10,1972,18
21,0,6,1976,18
22,0,3,1979,18
23,0,1,1981,18
24,0,0,1982,18
