timestep,susceptible,infected,recovered,dead
1,1171,829,0,0
2,284,1714,2,0
3,41,1955,4,0
4,5,1988,7,0
5,0,1976,24,0
6,0,1952,47,1
7,0,1907,92,1
8,0,1827,170,3
9,0,1688,308,4
10,0,1500,495,5
11,0,1291,702,7
12,0,1066,924,10
13,0,827,1162,11
14,0,607,1381,12
15,0,399,1584,17
16,0,257,1726,17
17,0,141,1842,17
18,0,70,1912,18
19,0,34,1948,18
20,0,13,1969,18
21,0,3,1979,18
22,0,2,1980,18
23,0,0,1982,18
