timestep,susceptible,infected,recovered,dead
1,1432,68,0,0
2,1362,138,0,0
3,1244,255,1,0
4,1161,337,2,0
5,1047,450,3,0
6,932,559,8,1
7,826,650,23,1
8,725,739,35,1
9,631,798,69,2
10,535,849,112,4
11,440,882,172,6
12,375,850,264,11
13,316,826,346,12
14,265,777,444,14
15,217,737,529,17
16,183,666,631,20
17,163,584,731,22
18,135,504,836,25
19,122,446,905,27
20,103,392,977,28
21,82,340,1048,30
22,71,274,1125,30
23,59,242,1168,31
24,46,201,1220,33
25,43,172,1251,34
26,38,138,1290,34
27,38,115,1313,34
28,34,96,1336,34
29,33,74,1359,34
30,30,59,1377,34
31,29,48,1389,34
32,27,38,1401,34
33,27,29,1410,34
34,27,23,1416,34
35,23,21,1422,34
36,23,18,1425,34
37,23,16,1427,34
38,23,11,1432,34
39,23,10,1433,34
40,22,7,1437,34
41,22,5,1439,34
42,22,3,1441,34
43,21,3,1442,34
44,21,3,1442,34
45,21,2,1443,34
46,21,2,1443,34
47,21,2,1443,34
48,21,2,1443,34
49,21,2,1443,34
50,21,2,1443,34
51,21,1,1444,34
52,21,1,1444,34
53,21,1,1444,34
54,21,0,1445,34
