timestep,susceptible,infected,recovered,dead
1,1425,75,0,0
2,1349,151,0,0
3,1251,249,0,0
4,1162,337,1,0
5,1060,435,4,1
6,955,533,11,1
7,810,665,23,2
8,711,737,50,2
9,620,791,87,2
10,543,826,126,5
11,466,825,203,6
12,410,804,280,6
13,349,787,354,10
14,309,726,454,11
15,268,661,558,13
16,238,586,658,18
17,208,515,755,22
18,185,459,834,22
19,158,414,905,23
20,132,361,982,25
21,108,322,1043,27
22,88,293,1091,28
23,80,236,1154,30
24,72,204,1193,31
25,65,185,1217,33
26,57,164,1246,33
27,51,135,1280,34
28,42,112,1311,35
29,38,96,1330,36
30,33,81,1350,36
31,27,70,1367,36
32,23,66,1375,36
33,22,59,1383,36
34,22,47,1395,36
35,21,37,1406,36
36,20,30,1414,36
37,19,25,1420,36
38,19,19,1426,36
39,19,14,1431,36
40,19,9,1436,36
41,19,6,1439,36
42,19,3,1442,36
43,19,3,1442,36
44,19,2,1443,36
45,19,2,1443,36
46,19,2,1443,36
47,19,2,1443,36
48,19,1,1444,36
49,19,1,1444,36
50,19,1,1444,36
51,19,1,1444,36
52,19,0,1445,36
