timestep,susceptible,infected,recovered,dead
1,1420,80,0,0
2,1359,141,0,0
3,1278,222,0,0
4,1171,326,3,0
5,1031,464,5,0
6,914,577,8,1
7,784,693,22,1
8,670,782,47,1
9,546,868,85,1
10,441,928,130,1
11,353,934,210,3
12,276,926,295,3
13,209,910,378,3
14,170,847,480,3
15,140,761,592,7
16,117,679,694,10
17,93,597,796,14
18,69,501,911,19
19,53,422,1005,20
20,43,338,1097,22
21,34,267,1176,23
22,29,220,1227,24
23,23,176,1275,26
24,20,143,1310,27
25,17,109,1345,29
26,16,88,1367,29
27,15,69,1387,29
28,14,52,1404,30
29,13,42,1415,30
30,12,37,1421,30
31,11,27,1432,30
32,11,19,1440,30
33,11,13,1446,30
34,11,10,1449,30
35,11,7,1452,30
36,11,5,1454,30
37,11,3,1456,30
38,11,1,1458,30
39,11,0,1459,30
