timestep,susceptible,infected,recovered,dead
1,1421,79,0,0
2,1349,151,0,0
3,1255,244,1,0
4,1133,363,4,0
5,1042,454,4,0
6,938,552,10,0
7,835,639,25,1
8,731,723,45,1
9,614,795,88,3
10,520,847,130,3
11,441,855,200,4
12,376,836,281,7
13,303,812,375,10
14,252,766,467,15
15,214,728,543,15
16,171,671,640,18
17,150,583,745,22
18,129,508,840,23
19,99,470,908,23
20,81,405,991,23
21,66,341,1069,24
22,53,289,1132,26
23,41,236,1195,28
24,34,197,1241,28
25,30,160,1281,29
26,26,131,1314,29
27,21,106,1342,31
28,19,86,1362,33
29,17,69,1381,33
30,14,62,1391,33
31,13,48,1405,34
32,13,35,1418,34
33,13,25,1428,34
34,13,20,1433,34
35,13,13,1440,34
36,13,9,1444,34
37,13,8,1445,34
38,13,7,1446,34
39,13,5,1448,34
40,13,2,1451,34
41,13,2,1451,34
42,13,1,1452,34
43,13,0,1453,34
