timestep,susceptible,infected,recovered,dead
1,1434,66,0,0
2,1382,118,0,0
3,1306,194,0,0
4,1199,300,1,0
5,1093,406,1,0
6,990,505,5,0
7,887,597,16,0
8,782,686,32,0
9,664,773,63,0
10,559,843,98,0
11,474,876,149,1
12,375,892,232,1
13,305,867,326,2
14,245,835,417,3
15,190,797,508,5
16,149,739,600,12
17,123,651,709,17
18,99,575,809,17
19,79,498,903,20
20,68,414,997,21
21,54,333,1090,23
22,42,284,1149,25
23,36,230,1207,27
24,29,193,1251,27
25,26,155,1291,28
26,23,132,1316,29
27,21,104,1346,29
28,18,87,1366,29
29,17,65,1389,29
30,16,49,1406,29
31,16,33,1422,29
32,15,27,1429,29
33,15,22,1434,29
34,15,16,1439,30
35,15,11,1444,30
36,15,8,1447,30
37,15,6,1449,30
38,15,4,1451,30
39,15,3,1452,30
40,15,1,1453,31
41,15,1,1453,31
42,15,0,1454,31
