timestep,susceptible,infected,recovered,dead
1,1417,83,0,0
2,1350,150,0,0
3,1249,250,1,0
4,1144,353,3,0
5,1028,466,6,0
6,898,589,13,0
7,777,700,23,0
8,643,808,49,0
9,541,878,81,0
10,441,925,133,1
11,350,946,201,3
12,272,941,283,4
13,204,910,380,6
14,153,837,501,9
15,122,756,612,10
16,92,680,715,13
17,73,603,810,14
18,57,498,927,18
19,47,423,1010,20
20,34,353,1092,21
21,31,277,1170,22
22,28,227,1222,23
23,26,179,1272,23
24,25,136,1315,24
25,23,100,1351,26
26,22,70,1382,26
27,21,52,1401,26
28,21,38,1415,26
29,20,31,1423,26
30,20,20,1433,27
31,20,15,1438,27
32,20,9,1444,27
33,18,7,1448,27
34,17,7,1449,27
35,16,8,1449,27
36,16,7,1450,27
37,16,6,1451,27
38,16,5,1452,27
39,16,4,1453,27
40,16,4,1453,27
41,16,2,1455,27
42,16,1,1456,27
43,16,1,1456,27
44,16,1,1456,27
45,16,1,1456,27
46,16,0,1457,27
