timestep,susceptible,infected,recovered,dead
1,1616,384,0,0
2,1196,800,3,1
3,814,1123,60,3
4,508,1290,196,6
5,306,1236,448,10
6,180,1045,757,18
7,114,758,1098,30
8,78,501,1388,33
9,46,338,1581,35
10,30,214,1719,37
11,27,113,1821,39
12,26,60,1873,41
13,22,42,1894,42
14,19,21,1917,43
15,19,12,1926,43
16,19,7,1931,43
17,19,4,1934,43
18,19,2,1936,43
19,19,1,1937,43
20,19,0,1938,43
