timestep,susceptible,infected,recovered,dead
1,1609,390,1,0
2,1161,824,15,0
3,768,1157,74,1
4,505,1304,189,2
5,311,1233,450,6
6,200,1002,786,12
7,109,749,1124,18
8,65,486,1422,27
9,47,316,1607,30
10,37,180,1748,35
11,34,99,1830,37
12,28,52,1882,38
13,25,33,1903,39
14,25,19,1917,39
15,25,11,1925,39
16,24,3,1934,39
17,24,3,1934,39
18,24,3,1934,39
19,24,1,1936,39
20,24,0,1937,39
