timestep,susceptible,infected,recovered,dead
1,1439,61,0,0
2,1380,119,1,0
3,1292,207,1,0
4,1180,318,2,0
5,1070,426,4,0
6,950,542,8,0
7,826,652,22,0
8,708,760,31,1
9,608,827,64,1
10,512,885,101,2
11,434,904,157,5
12,364,887,241,8
13,288,870,331,11
14,227,832,429,12
15,192,745,548,15
16,157,668,658,17
17,126,590,766,18
18,96,527,854,23
19,75,458,943,24
20,58,406,1010,26
21,45,355,1073,27
22,40,287,1146,27
23,33,234,1203,30
24,30,189,1251,30
25,29,152,1287,32
26,24,126,1316,34
27,22,101,1343,34
28,19,71,1374,36
29,18,57,1389,36
30,17,43,1404,36
31,17,30,1417,36
32,17,26,1421,36
33,17,18,1429,36
34,17,10,1437,36
35,17,9,1438,36
36,17,6,1440,37
37,17,4,1442,37
38,17,3,1443,37
39,17,2,1444,37
40,17,2,1444,37
41,17,2,1444,37
42,17,1,1445,37
43,17,0,1446,37
