timestep,susceptible,infected,recovered,dead
1,1428,72,0,0
2,1380,120,0,0
3,1296,203,1,0
4,1198,300,2,0
5,1085,412,3,0
6,959,531,10,0
7,833,648,19,0
8,723,738,38,1
9,601,835,63,1
10,505,881,113,1
11,421,898,179,2
12,365,877,254,4
13,317,841,335,7
14,269,788,435,8
15,235,730,526,9
16,187,689,612,12
17,152,623,711,14
18,125,539,817,19
19,100,489,891,20
20,84,404,990,22
21,65,351,1060,24
22,53,288,1135,24
23,47,249,1180,24
24,34,205,1237,24
25,29,168,1279,24
26,24,146,1306,24
27,20,126,1328,26
28,16,104,1353,27
29,15,85,1371,29
30,14,67,1390,29
31,10,54,1407,29
32,9,43,1419,29
33,8,33,1430,29
34,8,21,1442,29
35,8,18,1445,29
36,8,14,1449,29
37,8,10,1453,29
38,8,7,1456,29
39,8,7,1456,29
40,8,5,1458,29
41,8,1,1462,29
42,8,1,1462,29
43,8,0,1463,29
