timestep,susceptible,infected,recovered,dead
1,1423,77,0,0
2,1348,152,0,0
3,1269,230,1,0
4,1177,321,2,0
5,1087,409,4,0
6,989,497,14,0
7,898,579,23,0
8,821,633,46,0
9,738,680,81,1
10,645,722,131,2
11,556,744,198,2
12,485,741,270,4
13,424,734,337,5
14,362,714,417,7
15,326,669,496,9
16,269,626,595,10
17,231,570,688,11
18,208,524,757,11
19,181,463,842,14
20,158,411,916,15
21,138,366,980,16
22,113,322,1047,18
23,89,299,1093,19
24,68,265,1147,20
25,53,236,1190,21
26,47,201,1229,23
27,36,174,1266,24
28,26,159,1291,24
29,22,140,1313,25
30,19,121,1334,26
31,19,102,1353,26
32,16,80,1378,26
33,16,62,1394,28
34,16,44,1412,28
35,16,33,1423,28
36,16,22,1434,28
37,16,15,1441,28
38,16,10,1446,28
39,16,7,1449,28
40,16,5,1451,28
41,16,2,1454,28
42,16,1,1455,28
43,16,0,1456,28
