timestep,susceptible,infected,recovered,dead
1,1435,65,0,0
2,1394,106,0,0
3,1314,186,0,0
4,1200,299,1,0
5,1083,412,4,1
6,959,531,9,1
7,818,657,24,1
8,709,745,44,2
9,598,831,69,2
10,486,902,109,3
11,403,933,160,4
12,317,937,240,6
13,249,916,327,8
14,192,886,408,14
15,149,810,524,17
16,125,701,657,17
17,103,627,753,17
18,85,523,873,19
19,63,458,958,21
20,47,394,1036,23
21,37,323,1113,27
22,26,260,1184,30
23,25,203,1242,30
24,21,164,1285,30
25,21,121,1328,30
26,19,97,1354,30
27,19,79,1372,30
28,19,53,1397,31
29,19,39,1410,32
30,19,29,1420,32
31,19,26,1423,32
32,19,19,1430,32
33,19,11,1438,32
34,19,8,1441,32
35,19,4,1445,32
36,19,3,1446,32
37,19,1,1448,32
38,18,1,1449,32
39,17,2,1449,32
40,17,2,1449,32
41,17,2,1449,32
42,17,2,1449,32
43,17,2,1449,32
44,17,2,1449,32
45,17,2,1449,32
46,17,2,1449,32
47,17,2,1449,32
48,17,1,1450,32
49,17,1,1450,32
50,17,1,1450,32
51,17,1,1450,32
52,17,0,1451,32
