timestep,susceptible,infected,recovered,dead
1,1435,65,0,0
2,1365,134,1,0
3,1281,217,2,0
4,1156,342,2,0
5,1034,462,4,0
6,889,603,8,0
7,758,725,17,0
8,647,814,39,0
9,533,892,74,1
10,439,939,120,2
11,348,957,193,2
12,287,933,277,3
13,227,885,383,5
14,180,838,476,6
15,147,751,595,7
16,112,679,702,7
17,88,583,821,8
18,67,500,919,14
19,57,418,1011,14
20,48,347,1087,18
21,39,291,1150,20
22,30,234,1216,20
23,25,186,1267,22
24,20,139,1317,24
25,17,116,1343,24
26,15,97,1364,24
27,15,73,1388,24
28,13,57,1406,24
29,13,47,1416,24
30,11,34,1430,25
31,11,24,1440,25
32,11,18,1446,25
33,11,13,1451,25
34,11,10,1454,25
35,11,9,1455,25
36,11,5,1459,25
37,11,4,1460,25
38,11,2,1462,25
39,11,1,1463,25
40,11,1,1463,25
41,11,0,1464,25
