timestep,susceptible,infected,recovered,dead
1,1431,69,0,0
2,1358,141,1,0
3,1252,247,1,0
4,1131,366,3,0
5,998,495,7,0
6,882,605,13,0
7,765,709,26,0
8,682,782,36,0
9,588,840,72,0
10,502,881,117,0
11,415,903,177,5
12,349,873,273,5
13,299,811,384,6
14,245,771,478,6
15,195,718,579,8
16,153,656,681,10
17,120,593,776,11
18,97,501,888,14
19,81,434,970,15
20,65,376,1043,16
21,50,311,1121,18
22,40,259,1181,20
23,32,225,1223,20
24,29,173,1276,22
25,27,133,1318,22
26,25,102,1351,22
27,22,87,1369,22
28,19,69,1389,23
29,18,47,1411,24
30,16,40,1420,24
31,16,30,1429,25
32,16,22,1437,25
33,16,17,1442,25
34,16,13,1446,25
35,16,9,1450,25
36,16,6,1453,25
37,16,4,1455,25
38,16,3,1456,25
39,16,1,1458,25
40,16,0,1459,25
