timestep,susceptible,infected,recovered,dead
1,979,21,0,0
2,970,30,0,0
3,962,38,0,0
4,946,54,0,0
5,939,60,1,0
6,926,73,1,0
7,912,87,1,0
8,892,105,2,1
9,874,122,3,1
10,844,151,4,1
11,822,165,12,1
12,799,182,18,1
13,776,197,26,1
14,754,215,30,1
15,723,236,39,2
16,704,250,44,2
17,675,265,58,2
18,656,269,73,2
19,632,280,85,3
20,615,281,101,3
21,588,296,113,3
22,571,299,127,3
23,557,285,155,3
24,538,285,173,4
25,519,270,207,4
26,491,279,225,5
27,474,274,247,5
28,452,275,267,6
29,430,271,293,6
30,419,259,316,6
31,401,251,342,6
32,386,246,362,6
33,367,245,381,7
34,353,234,406,7
35,344,226,423,7
36,333,222,438,7
37,318,222,453,7
38,305,217,470,8
39,293,213,486,8
40,284,202,506,8
41,277,194,520,9
42,266,178,546,10
43,252,177,561,10
44,238,167,585,10
45,224,159,607,10
46,211,152,627,10
47,206,148,636,10
48,202,137,651,10
49,192,139,659,10
50,175,146,669,10
51,166,145,679,10
52,151,152,687,10
53,138,152,700,10
54,131,146,713,10
55,129,134,727,10
56,124,126,740,10
57,116,121,752,11
58,110,120,759,11
59,106,112,770,12
60,102,108,778,12
61,99,102,787,12
62,96,88,804,12
63,92,80,815,13
64,89,74,824,13
65,86,65,836,13
66,82,64,841,13
67,80,58,849,13
68,78,55,854,13
69,78,46,863,13
70,77,38,871,14
71,77,32,877,14
72,76,30,880,14
73,75,26,885,14
74,74,24,888,14
75,71,25,890,14
76,70,22,894,14
77,69,17,900,14
78,68,18,900,14
79,68,17,901,14
80,68,15,903,14
81,67,16,903,14
82,67,13,906,14
83,67,11,908,14
84,67,10,909,14
85,65,12,909,14
86,64,13,909,14
87,64,11,911,14
88,64,10,912,14
89,64,9,913,14
90,64,8,914,14
91,64,7,915,14
92,64,7,915,14
93,64,5,917,14
94,64,4,918,14
95,64,4,918,14
96,64,4,918,14
97,64,3,919,14
98,64,1,921,14
99,64,1,921,14
100,64,1,921,14
101,64,0,922,14
