timestep,susceptible,infected,recovered,dead
1,988,12,0,0
2,984,16,0,0
3,981,19,0,0
4,977,23,0,0
5,965,35,0,0
6,958,42,0,0
7,950,50,0,0
8,937,63,0,0
9,930,70,0,0
10,917,80,3,0
11,898,97,5,0
12,868,127,5,0
13,840,155,5,0
14,830,160,10,0
15,816,168,16,0
16,803,175,22,0
17,789,178,33,0
18,777,180,43,0
19,766,179,55,0
20,754,178,66,2
21,740,185,73,2
22,728,186,84,2
23,713,184,101,2
24,699,185,114,2
25,689,177,132,2
26,677,168,152,3
27,664,168,164,4
28,653,166,176,5
29,642,161,190,7
30,633,161,199,7
31,622,157,214,7
32,612,156,225,7
33,600,156,237,7
34,593,149,251,7
35,580,155,258,7
36,568,154,271,7
37,562,138,293,7
38,556,134,303,7
39,543,139,311,7
40,532,133,328,7
41,523,127,343,7
42,518,122,353,7
43,510,120,363,7
44,498,121,374,7
45,487,119,387,7
46,482,119,392,7
47,475,120,398,7
48,463,120,410,7
49,455,118,420,7
50,444,124,425,7
51,438,119,435,8
52,433,114,445,8
53,424,109,459,8
54,410,113,469,8
55,401,117,474,8
56,390,121,481,8
57,378,117,496,9
58,369,121,501,9
59,354,127,510,9
60,345,125,521,9
61,333,127,530,10
62,322,132,536,10
63,316,131,543,10
64,306,132,552,10
65,298,133,559,10
66,284,137,568,11
67,279,131,579,11
68,270,124,595,11
69,263,122,604,11
70,259,114,616,11
71,248,114,627,11
72,243,110,636,11
73,236,109,644,11
74,228,109,652,11
75,221,103,664,12
76,215,102,671,12
77,213,93,682,12
78,208,86,694,12
79,205,77,706,12
80,201,74,713,12
81,199,70,719,12
82,196,64,727,13
83,192,64,731,13
84,191,61,735,13
85,188,58,741,13
86,184,55,747,14
87,181,53,752,14
88,175,54,757,14
89,173,51,762,14
90,170,51,765,14
91,165,52,769,14
92,163,46,777,14
93,162,42,782,14
94,161,38,787,14
95,157,39,790,14
96,156,39,791,14
97,154,35,797,14
98,154,33,799,14
99,153,32,801,14
100,149,34,803,14
101,147,34,805,14
102,144,31,811,14
103,142,31,813,14
104,139,32,815,14
105,138,29,819,14
106,136,29,821,14
107,136,28,822,14
108,136,24,826,14
109,136,21,829,14
110,136,18,832,14
111,136,16,834,14
112,135,16,835,14
113,132,18,836,14
114,130,19,837,14
115,130,16,840,14
116,130,12,844,14
117,130,10,846,14
118,128,10,848,14
119,128,9,849,14
120,128,8,850,14
121,128,8,850,14
122,128,8,850,14
123,128,8,850,14
124,128,6,852,14
125,128,6,852,14
126,128,3,855,14
127,128,3,855,14
128,128,1,857,14
129,128,1,857,14
130,128,0,858,14
