timestep,susceptible,infected,recovered,dead
1,988,12,0,0
2,980,20,0,0
3,968,32,0,0
4,963,37,0,0
5,945,55,0,0
6,931,69,0,0
7,915,84,1,0
8,900,98,2,0
9,871,126,3,0
10,846,150,4,0
11,820,173,7,0
12,795,194,11,0
13,765,218,17,0
14,738,241,21,0
15,701,276,23,0
16,679,279,42,0
17,657,289,53,1
18,633,300,66,1
19,607,319,73,1
20,576,329,94,1
21,533,351,115,1
22,503,360,136,1
23,476,367,155,2
24,445,377,174,4
25,427,362,205,6
26,410,351,232,7
27,389,349,253,9
28,363,345,281,11
29,335,353,301,11
30,312,341,335,12
31,293,330,365,12
32,280,317,388,15
33,261,312,412,15
34,249,296,440,15
35,238,273,474,15
36,225,260,497,18
37,215,241,524,20
38,205,228,546,21
39,194,214,570,22
40,178,203,595,24
41,170,190,615,25
42,156,177,641,26
43,149,164,661,26
44,135,165,674,26
45,126,160,687,27
46,122,155,696,27
47,118,149,706,27
48,110,139,724,27
49,104,133,736,27
50,100,120,752,28
51,92,111,769,28
52,88,105,779,28
53,85,97,790,28
54,81,90,801,28
55,78,88,806,28
56,76,81,815,28
57,72,74,826,28
58,70,64,837,29
59,68,58,845,29
60,67,54,850,29
61,65,50,856,29
62,64,42,865,29
63,64,39,868,29
64,64,33,874,29
65,64,27,880,29
66,63,22,886,29
67,63,19,889,29
68,63,16,892,29
69,63,14,894,29
70,63,11,897,29
71,63,8,900,29
72,63,7,901,29
73,63,5,903,29
74,63,5,903,29
75,63,5,903,29
76,63,5,903,29
77,63,2,906,29
78,62,3,906,29
79,62,1,908,29
80,62,1,908,29
81,62,1,908,29
82,62,1,908,29
83,62,1,908,29
84,62,1,908,29
85,61,2,908,29
86,61,2,908,29
87,61,2,908,29
88,61,2,908,29
89,61,2,908,29
90,61,2,908,29
91,61,2,908,29
92,61,2,908,29
93,61,1,909,29
94,61,1,909,29
95,61,1,909,29
96,61,0,910,29
