timestep,susceptible,infected,recovered,dead
1,985,15,0,0
2,983,17,0,0
3,976,24,0,0
4,966,34,0,0
5,960,40,0,0
6,949,51,0,0
7,938,62,0,0
8,925,75,0,0
9,903,97,0,0
10,892,107,1,0
11,862,134,4,0
12,841,154,5,0
13,814,178,8,0
14,795,192,13,0
15,772,210,18,0
16,755,219,25,1
17,743,225,31,1
18,721,234,43,2
19,692,249,56,3
20,675,255,67,3
21,666,245,86,3
22,652,239,106,3
23,641,236,120,3
24,623,233,141,3
25,610,229,157,4
26,591,227,178,4
27,581,213,201,5
28,573,198,223,6
29,560,193,240,7
30,550,187,255,8
31,542,173,277,8
32,535,168,289,8
33,525,162,304,9
34,521,147,323,9
35,516,134,341,9
36,512,126,353,9
37,506,119,366,9
38,499,111,381,9
39,492,109,390,9
40,485,101,405,9
41,479,97,415,9
42,477,93,421,9
43,471,87,433,9
44,469,82,440,9
45,467,79,445,9
46,465,74,452,9
47,462,65,463,10
48,452,68,470,10
49,447,64,479,10
50,442,62,486,10
51,437,61,492,10
52,434,58,498,10
53,425,62,503,10
54,423,59,507,11
55,416,61,512,11
56,410,64,515,11
57,401,71,517,11
58,397,71,521,11
59,391,73,525,11
60,386,75,528,11
61,380,76,533,11
62,374,78,537,11
63,366,79,544,11
64,359,81,549,11
65,352,78,559,11
66,346,77,566,11
67,343,76,570,11
68,339,72,578,11
69,338,72,579,11
70,335,68,586,11
71,332,67,590,11
72,330,62,597,11
73,326,59,604,11
74,324,56,609,11
75,319,54,616,11
76,318,49,621,12
77,317,48,622,13
78,315,39,633,13
79,313,35,639,13
80,310,35,642,13
81,306,34,647,13
82,304,35,648,13
83,300,36,651,13
84,294,41,652,13
85,291,41,655,13
86,288,44,655,13
87,278,50,659,13
88,275,51,661,13
89,273,50,664,13
90,269,54,664,13
91,265,52,670,13
92,259,53,675,13
93,258,52,677,13
94,256,48,683,13
95,255,48,684,13
96,254,48,685,13
97,254,43,690,13
98,254,41,692,13
99,252,37,698,13
100,250,32,704,14
101,248,30,708,14
102,248,25,713,14
103,247,22,717,14
104,246,21,719,14
105,245,21,720,14
106,243,19,724,14
107,243,17,726,14
108,243,15,728,14
109,241,14,731,14
110,241,13,732,14
111,241,11,734,14
112,239,12,735,14
113,238,11,737,14
114,237,10,739,14
115,237,9,740,14
116,233,13,740,14
117,231,13,742,14
118,231,13,742,14
119,230,14,742,14
120,230,14,742,14
121,228,15,743,14
122,226,13,746,15
123,225,14,746,15
124,223,15,747,15
125,222,14,749,15
126,221,13,751,15
127,220,13,752,15
128,217,15,753,15
129,214,18,753,15
130,212,20,753,15
131,211,20,754,15
132,208,23,754,15
133,206,24,755,15
134,203,25,757,15
135,202,24,759,15
136,199,25,761,15
137,195,28,762,15
138,194,26,765,15
139,191,28,766,15
140,188,30,767,15
141,184,34,767,15
142,179,38,768,15
143,175,39,771,15
144,174,36,775,15
145,173,35,777,15
146,172,34,779,15
147,169,35,781,15
148,165,35,785,15
149,164,35,786,15
150,161,38,786,15
151,158,40,787,15
152,157,36,792,15
153,156,32,797,15
154,155,32,798,15
155,155,28,802,15
156,155,25,805,15
157,155,24,806,15
158,155,18,812,15
159,154,17,814,15
160,154,15,816,15
161,154,14,817,15
162,154,13,818,15
163,154,12,819,15
164,154,9,822,15
165,154,7,824,15
166,154,6,825,15
167,154,6,825,15
168,154,5,826,15
169,154,2,829,15
170,154,1,830,15
171,154,1,830,15
172,154,1,830,15
173,154,0,831,15
