timestep,susceptible,infected,recovered,dead
1,984,16,0,0
2,976,24,0,0
3,967,33,0,0
4,960,40,0,0
5,948,52,0,0
6,927,73,0,0
7,910,90,0,0
8,890,109,1,0
9,870,128,2,0
10,851,147,2,0
11,827,170,3,0
12,812,180,8,0
13,798,189,13,0
14,772,208,20,0
15,757,214,29,0
16,732,229,39,0
17,723,231,46,0
18,701,239,60,0
19,690,230,80,0
20,674,233,93,0
21,657,225,117,1
22,640,232,127,1
23,624,222,152,2
24,615,217,165,3
25,601,214,182,3
26,593,210,193,4
27,583,206,207,4
28,569,199,227,5
29,561,183,251,5
30,556,171,268,5
31,548,160,287,5
32,536,161,297,6
33,532,150,312,6
34,521,147,325,7
35,511,140,342,7
36,506,131,356,7
37,499,121,373,7
38,490,122,381,7
39,487,113,393,7
40,482,104,407,7
41,477,97,419,7
42,470,97,425,8
43,463,97,432,8
44,458,94,440,8
45,454,89,449,8
46,449,84,459,8
47,440,84,468,8
48,435,81,476,8
49,432,78,482,8
50,430,74,488,8
51,422,73,497,8
52,419,70,503,8
53,418,63,510,9
54,417,60,514,9
55,409,58,524,9
56,407,50,534,9
57,404,46,541,9
58,402,44,545,9
59,399,45,547,9
60,396,43,552,9
61,395,38,558,9
62,390,41,560,9
63,383,47,561,9
64,381,48,562,9
65,376,46,569,9
66,372,46,573,9
67,368,45,578,9
68,366,41,584,9
69,362,42,587,9
70,359,43,589,9
71,358,43,590,9
72,350,47,594,9
73,346,50,595,9
74,344,45,602,9
75,344,38,609,9
76,340,41,610,9
77,337,41,613,9
78,334,42,615,9
79,333,41,617,9
80,330,41,620,9
81,327,42,622,9
82,326,39,626,9
83,323,36,631,10
84,323,33,634,10
85,322,29,639,10
86,321,28,641,10
87,319,25,646,10
88,319,22,649,10
89,319,21,650,10
90,318,22,650,10
91,316,17,657,10
92,316,14,660,10
93,315,12,663,10
94,315,12,663,10
95,315,12,663,10
96,315,10,665,10
97,315,9,666,10
98,315,7,668,10
99,315,6,669,10
100,315,5,670,10
101,314,5,671,10
102,314,3,673,10
103,313,3,674,10
104,310,6,674,10
105,309,7,674,10
106,309,7,674,10
107,309,7,674,10
108,308,7,675,10
109,306,9,675,10
110,306,8,676,10
111,306,8,676,10
112,306,8,676,10
113,305,8,677,10
114,303,10,677,10
115,303,9,678,10
116,303,8,679,10
117,303,7,680,10
118,303,7,680,10
119,303,6,681,10
120,303,5,682,10
121,303,5,682,10
122,303,4,683,10
123,303,4,683,10
124,303,4,683,10
125,303,3,684,10
126,303,2,685,10
127,303,2,685,10
128,303,1,686,10
129,303,1,686,10
130,303,1,686,10
131,303,1,686,10
132,303,1,686,10
133,303,1,686,10
134,303,1,686,10
135,303,0,687,10
