timestep,susceptible,infected,recovered,dead
1,984,16,0,0
2,980,20,0,0
3,971,29,0,0
4,960,40,0,0
5,948,52,0,0
6,938,62,0,0
7,912,87,1,0
8,896,101,3,0
9,877,119,4,0
10,851,144,5,0
11,825,167,8,0
12,805,185,10,0
13,776,206,18,0
14,756,224,20,0
15,731,237,32,0
16,711,251,38,0
17,697,257,46,0
18,673,261,66,0
19,651,274,75,0
20,637,265,98,0
21,620,264,116,0
22,608,254,137,1
23,595,243,161,1
24,580,233,185,2
25,572,217,208,3
26,564,204,228,4
27,554,183,258,5
28,544,178,273,5
29,533,178,284,5
30,524,167,304,5
31,518,155,321,6
32,506,153,335,6
33,497,145,352,6
34,491,139,364,6
35,483,130,380,7
36,474,128,391,7
37,465,122,405,8
38,459,121,412,8
39,452,118,422,8
40,443,110,439,8
41,439,102,450,9
42,438,95,458,9
43,431,93,467,9
44,423,92,476,9
45,420,88,483,9
46,416,80,495,9
47,412,75,504,9
48,407,75,509,9
49,404,72,515,9
50,393,73,525,9
51,385,77,529,9
52,384,72,535,9
53,380,71,540,9
54,374,70,547,9
55,369,71,551,9
56,363,71,557,9
57,356,69,566,9
58,355,67,569,9
59,349,68,574,9
60,347,62,582,9
61,344,61,586,9
62,336,63,592,9
63,333,60,598,9
64,328,58,605,9
65,323,60,608,9
66,314,61,616,9
67,308,63,620,9
68,305,62,624,9
69,300,64,627,9
70,296,63,632,9
71,292,65,634,9
72,289,63,639,9
73,285,59,647,9
74,281,61,649,9
75,279,58,654,9
76,276,56,659,9
77,276,53,662,9
78,273,52,666,9
79,272,46,673,9
80,270,43,678,9
81,269,35,687,9
82,263,38,690,9
83,260,36,695,9
84,257,37,697,9
85,255,37,699,9
86,252,32,707,9
87,251,31,709,9
88,246,34,711,9
89,240,39,712,9
90,236,39,716,9
91,232,41,718,9
92,230,41,720,9
93,226,40,725,9
94,224,39,728,9
95,223,36,732,9
96,221,35,735,9
97,219,36,736,9
98,218,32,741,9
99,217,32,742,9
100,216,28,747,9
101,215,26,750,9
102,215,22,754,9
103,213,23,755,9
104,212,23,756,9
105,211,22,758,9
106,210,19,762,9
107,210,15,766,9
108,208,15,768,9
109,207,13,771,9
110,207,10,774,9
111,205,11,775,9
112,205,11,775,9
113,205,10,775,10
114,204,11,775,10
115,204,11,775,10
116,203,10,777,10
117,202,10,778,10
118,202,8,780,10
119,202,8,780,10
120,202,7,781,10
121,202,5,783,10
122,202,5,783,10
123,202,5,783,10
124,202,3,785,10
125,202,2,786,10
126,202,2,786,10
127,202,1,787,10
128,202,1,787,10
129,202,1,787,10
130,202,1,787,10
131,202,1,787,10
132,202,1,787,10
133,202,0,788,10
