timestep,susceptible,infected,recovered,dead
1,983,17,0,0
2,977,23,0,0
3,970,30,0,0
4,958,42,0,0
5,945,55,0,0
6,932,68,0,0
7,911,89,0,0
8,898,102,0,0
9,881,119,0,0
10,865,134,1,0
11,854,145,1,0
12,829,163,8,0
13,809,175,15,1
14,789,186,24,1
15,778,186,34,2
16,756,199,42,3
17,747,198,52,3
18,732,203,62,3
19,716,208,73,3
20,696,214,86,4
21,681,216,98,5
22,669,213,113,5
23,655,214,126,5
24,641,204,150,5
25,629,198,166,7
26,620,188,184,8
27,608,189,195,8
28,597,184,211,8
29,588,174,229,9
30,578,163,250,9
31,563,166,262,9
32,550,161,280,9
33,541,161,289,9
34,527,166,298,9
35,512,165,313,10
36,500,169,320,11
37,487,168,334,11
38,475,166,348,11
39,466,163,360,11
40,457,157,375,11
41,441,160,388,11
42,436,156,396,12
43,427,152,408,13
44,416,151,420,13
45,404,153,430,13
46,396,152,439,13
47,385,147,455,13
48,377,142,468,13
49,366,143,478,13
50,359,133,494,14
51,355,126,504,15
52,352,121,512,15
53,349,117,519,15
54,346,103,536,15
55,339,99,547,15
56,330,93,561,16
57,326,88,570,16
58,324,83,577,16
59,322,81,581,16
60,318,73,593,16
61,315,66,602,17
62,311,60,611,18
63,308,61,613,18
64,307,53,622,18
65,303,52,627,18
66,301,48,633,18
67,297,45,639,19
68,295,42,644,19
69,294,40,646,20
70,292,39,649,20
71,292,36,652,20
72,291,31,657,21
73,290,30,659,21
74,290,29,660,21
75,288,30,661,21
76,288,25,666,21
77,288,19,672,21
78,288,15,676,21
79,288,13,678,21
80,288,11,679,22
81,288,9,681,22
82,288,6,683,23
83,288,5,684,23
84,288,4,685,23
85,288,4,685,23
86,288,2,687,23
87,288,2,687,23
88,288,2,687,23
89,288,1,688,23
90,288,1,688,23
91,288,0,689,23
