timestep,susceptible,infected,recovered,dead
1,1440,60,0,0
2,1394,106,0,0
3,1308,192,0,0
4,1194,306,0,0
5,1088,410,2,0
6,975,515,10,0
7,868,606,26,0
8,784,678,38,0
9,683,762,55,0
10,611,785,104,0
11,543,784,173,0
12,471,784,243,2
13,413,762,321,4
14,354,727,415,4
15,310,686,500,4
16,269,648,578,5
17,231,591,673,5
18,200,543,751,6
19,184,475,834,7
20,165,429,899,7
21,151,351,990,8
22,141,298,1052,9
23,120,272,1099,9
24,101,245,1145,9
25,84,213,1193,10
26,69,189,1231,11
27,60,171,1258,11
28,49,143,1297,11
29,46,123,1319,12
30,42,99,1347,12
31,34,93,1361,12
32,30,81,1377,12
33,27,75,1386,12
34,25,62,1401,12
35,25,48,1415,12
36,23,45,1420,12
37,23,35,1430,12
38,21,31,1434,14
39,21,24,1440,15
40,21,18,1446,15
41,21,10,1453,16
42,21,7,1456,16
43,21,7,1456,16
44,21,5,1458,16
45,21,2,1461,16
46,21,1,1462,16
47,21,0,1463,16
