timestep,susceptible,infected,recovered,dead
1,1428,72,0,0
2,1351,149,0,0
3,1258,241,1,0
4,1168,330,2,0
5,1076,420,4,0
6,971,519,10,0
7,867,614,18,1
8,771,690,37,2
9,665,749,83,3
10,587,777,130,6
11,502,805,187,6
12,442,784,268,6
13,374,772,346,8
14,315,735,441,9
15,271,685,533,11
16,225,635,625,15
17,194,561,726,19
18,157,512,808,23
19,131,464,881,24
20,110,416,948,26
21,101,359,1012,28
22,85,311,1076,28
23,74,265,1133,28
24,65,218,1187,30
25,56,176,1238,30
26,49,146,1275,30
27,44,130,1294,32
28,42,96,1330,32
29,38,88,1341,33
30,33,79,1355,33
31,33,63,1371,33
32,30,55,1382,33
33,25,44,1396,35
34,24,41,1400,35
35,22,37,1404,37
36,22,28,1413,37
37,21,24,1418,37
38,20,22,1421,37
39,20,15,1428,37
40,20,11,1432,37
41,20,7,1436,37
42,20,6,1437,37
43,20,6,1437,37
44,20,6,1437,37
45,20,3,1440,37
46,20,2,1441,37
47,20,1,1442,37
48,20,1,1442,37
49,20,1,1442,37
50,20,1,1442,37
51,20,1,1442,37
52,20,0,1443,37
