timestep,susceptible,infected,recovered,dead
1,1411,89,0,0
2,1333,167,0,0
3,1249,251,0,0
4,1148,351,1,0
5,1056,438,6,0
6,975,512,13,0
7,886,587,26,1
8,795,651,52,2
9,714,682,101,3
10,638,695,164,3
11,555,720,220,5
12,490,719,286,5
13,430,707,355,8
14,369,685,437,9
15,313,662,514,11
16,269,621,598,12
17,234,583,668,15
18,195,545,744,16
19,168,491,820,21
20,140,434,903,23
21,120,385,971,24
22,106,339,1030,25
23,91,288,1094,27
24,80,257,1135,28
25,74,216,1182,28
26,62,194,1216,28
27,49,171,1251,29
28,48,140,1282,30
29,44,118,1308,30
30,43,90,1337,30
31,41,77,1352,30
32,40,57,1373,30
33,38,44,1388,30
34,36,40,1394,30
35,33,37,1400,30
36,33,30,1407,30
37,30,27,1413,30
38,28,22,1420,30
39,27,17,1426,30
40,25,16,1429,30
41,23,17,1430,30
42,23,14,1433,30
43,22,13,1435,30
44,22,12,1436,30
45,21,11,1438,30
46,20,11,1439,30
47,20,8,1441,31
48,20,6,1443,31
49,19,4,1446,31
50,19,4,1446,31
51,19,2,1448,31
52,19,2,1448,31
53,19,2,1448,31
54,19,2,1448,31
55,19,1,1449,31
56,19,1,1449,31
57,19,1,1449,31
58,19,1,1449,31
59,19,1,1449,31
60,19,1,1449,31
61,19,1,1449,31
62,19,1,1449,31
63,19,0,1450,31
