timestep,susceptible,infected,recovered,dead
1,1444,56,0,0
2,1370,130,0,0
3,1283,216,1,0
4,1174,324,2,0
5,1061,435,4,0
6,954,531,15,0
7,862,610,28,0
8,755,695,50,0
9,651,766,82,1
10,555,819,125,1
11,479,840,180,1
12,414,839,245,2
13,354,816,325,5
14,284,802,408,6
15,238,738,517,7
16,198,689,602,11
17,163,613,712,12
18,137,548,801,14
19,112,475,896,17
20,93,406,984,17
21,74,353,1054,19
22,61,317,1103,19
23,50,263,1166,21
24,42,226,1211,21
25,37,184,1257,22
26,32,164,1282,22
27,28,133,1316,23
28,23,98,1354,25
29,17,83,1375,25
30,16,72,1387,25
31,16,52,1407,25
32,15,43,1417,25
33,14,34,1426,26
34,13,27,1433,27
35,13,22,1437,28
36,13,18,1441,28
37,13,12,1447,28
38,13,7,1452,28
39,13,5,1454,28
40,13,4,1455,28
41,13,3,1456,28
42,13,2,1456,29
43,13,1,1457,29
44,13,1,1457,29
45,13,0,1458,29
