timestep,susceptible,infected,recovered,dead
1,1448,52,0,0
2,1399,101,0,0
3,1314,186,0,0
4,1211,288,1,0
5,1125,370,5,0
6,1030,462,8,0
7,910,574,16,0
8,806,658,36,0
9,690,748,61,1
10,595,818,86,1
11,494,869,135,2
12,424,859,215,2
13,361,854,281,4
14,308,815,372,5
15,267,750,474,9
16,223,679,585,13
17,178,614,693,15
18,151,543,789,17
19,125,490,866,19
20,103,434,944,19
21,86,372,1022,20
22,74,317,1085,24
23,64,275,1137,24
24,57,229,1187,27
25,51,184,1237,28
26,48,149,1275,28
27,41,126,1305,28
28,33,107,1331,29
29,31,88,1351,30
30,30,74,1365,31
31,30,53,1385,32
32,29,46,1393,32
33,27,43,1398,32
34,27,28,1413,32
35,26,22,1420,32
36,26,14,1428,32
37,26,13,1429,32
38,26,10,1432,32
39,24,10,1434,32
40,24,6,1438,32
41,24,5,1439,32
42,24,5,1439,32
43,24,5,1439,32
44,24,4,1440,32
45,24,3,1441,32
46,24,2,1442,32
47,24,2,1442,32
48,24,0,1444,32
