timestep,susceptible,infected,recovered,dead
1,1430,70,0,0
2,1370,129,1,0
3,1277,222,1,0
4,1151,347,2,0
5,1042,455,3,0
6,936,556,8,0
7,826,657,16,1
8,723,744,31,2
9,635,789,74,2
10,552,829,117,2
11,487,834,176,3
12,411,824,260,5
13,355,799,340,6
14,314,744,435,7
15,249,701,538,12
16,222,632,632,14
17,175,574,735,16
18,147,508,825,20
19,116,452,909,23
20,88,416,970,26
21,70,367,1036,27
22,58,308,1106,28
23,51,263,1157,29
24,35,233,1201,31
25,29,196,1242,33
26,24,161,1280,35
27,22,129,1311,38
28,21,96,1343,40
29,18,83,1359,40
30,18,64,1378,40
31,17,47,1395,41
32,17,31,1411,41
33,17,22,1420,41
34,16,18,1425,41
35,16,15,1428,41
36,15,12,1432,41
37,15,10,1434,41
38,14,7,1438,41
39,14,6,1439,41
40,14,3,1442,41
41,14,2,1443,41
42,14,2,1443,41
43,14,2,1443,41
44,14,1,1444,41
45,14,1,1444,41
46,14,1,1444,41
47,14,1,1444,41
48,14,0,1445,41
