timestep,susceptible,infected,recovered,dead
1,1562,436,2,0
2,1124,867,9,0
3,721,1220,57,2
4,462,1312,222,4
5,270,1237,483,10
6,164,971,845,20
7,108,674,1193,25
8,67,444,1461,28
9,49,269,1652,30
10,35,151,1782,32
11,30,92,1846,32
12,27,53,1887,33
13,25,35,1906,34
14,23,19,1924,34
15,23,9,1933,35
16,23,4,1938,35
17,23,2,1940,35
18,23,1,1941,35
19,23,0,1942,35
