timestep,susceptible,infected,recovered,dead
1,1187,813,0,0
2,321,1679,0,0
3,56,1944,0,0
4,9,1988,3,0
5,2,1985,13,0
6,0,1966,34,0
7,0,1927,72,1
8,0,1860,138,2
9,0,1737,260,3
10,0,1561,436,3
11,0,1330,665,5
12,0,1073,922,5
13,0,809,1181,10
14,0,569,1421,10
15,0,363,1625,12
16,0,229,1759,12
17,0,128,1860,12
18,0,62,1925,13
19,0,32,1955,13
20,0,18,1969,13
21,0,6,1981,13
22,0,2,1984,14
23,0,1,1985,14
24,0,1,1985,14
25,0,1,1985,14
26,0,1,1985,14
27,0,0,1986,14
