timestep,susceptible,infected,recovered,dead
1,1221,779,0,0
2,300,1699,1,0
3,44,1950,6,0
4,1,1986,13,0
5,0,1975,25,0
6,0,1949,51,0
7,0,1906,92,2
8,0,1815,181,4
9,0,1683,310,7
10,0,1519,474,7
11,0,1280,709,11
12,0,1048,938,14
13,0,808,1177,15
14,0,586,1396,18
15,0,367,1613,20
16,0,215,1761,24
17,0,108,1866,26
18,0,54,1920,26
19,0,18,1956,26
20,0,10,1964,26
21,0,2,1972,26
22,0,1,1973,26
23,0,0,1974,26
