timestep,susceptible,infected,recovered,dead
1,1119,880,1,0
2,240,1759,1,0
3,33,1963,4,0
4,3,1989,8,0
5,0,1980,20,0
6,0,1951,49,0
7,0,1908,92,0
8,0,1817,183,0
9,0,1704,296,0
10,0,1543,457,0
11,0,1331,665,4
12,0,1067,923,10
13,0,832,1156,12
14,0,604,1383,13
15,0,395,1590,15
16,0,227,1754,19
17,0,143,1837,20
18,0,80,1900,20
19,0,34,1946,20
20,0,15,1964,21
21,0,8,1971,21
22,0,6,1973,21
23,0,1,1978,21
24,0,1,1978,21
25,0,1,1978,21
26,0,0,1979,21
