timestep,susceptible,infected,recovered,dead
1,1266,733,1,0
2,420,1578,2,0
3,81,1914,5,0
4,10,1978,12,0
5,2,1975,23,0
6,0,1957,42,1
7,0,1905,94,1
8,0,1833,165,2
9,0,1728,270,2
10,0,1584,414,2
11,0,1368,625,7
12,0,1114,877,9
13,0,860,1124,16
14,0,605,1378,17
15,0,402,1578,20
16,0,249,1728,23
17,0,143,1834,23
18,0,70,1907,23
19,0,40,1936,24
20,0,15,1960,25
21,0,7,1968,25
22,0,1,1974,25
23,0,0,1975,25
