timestep,susceptible,infected,recovered,dead
1,1173,826,1,0
2,289,1710,1,0
3,45,1953,2,0
4,5,1988,7,0
5,0,1985,15,0
6,0,1964,36,0
7,0,1924,76,0
8,0,1838,159,3
9,0,1719,277,4
10,0,1544,450,6
11,0,1319,673,8
12,0,1076,912,12
13,0,815,1172,13
14,0,593,1392,15
15,0,389,1596,15
16,0,230,1753,17
17,0,131,1852,17
18,0,71,1911,18
19,0,34,1948,18
20,0,19,1963,18
21,0,6,1976,18
22,0,2,1980,18
23,0,1,1981,18
24,0,0,1982,18
