timestep,susceptible,infected,recovered,dead
1,985,15,0,0
2,979,21,0,0
3,971,29,0,0
4,961,39,0,0
5,949,51,0,0
6,938,61,1,0
7,925,74,1,0
8,914,83,3,0
9,897,99,4,0
10,873,123,4,0
11,851,143,6,0
12,827,164,9,0
13,802,186,12,0
14,776,202,22,0
15,754,216,30,0
16,730,232,38,0
17,712,242,46,0
18,684,259,56,1
19,665,269,65,1
20,647,276,76,1
21,623,282,93,2
22,598,288,111,3
23,574,294,129,3
24,553,295,149,3
25,539,285,173,3
26,510,296,191,3
27,488,294,212,6
28,468,286,240,6
29,455,273,266,6
30,440,272,282,6
31,423,265,306,6
32,406,257,330,7
33,390,249,354,7
34,371,243,379,7
35,354,229,408,9
36,338,226,427,9
37,330,219,442,9
38,322,215,454,9
39,308,208,475,9
40,296,202,492,10
41,287,187,516,10
42,281,182,526,11
43,274,177,538,11
44,269,164,556,11
45,262,157,570,11
46,252,151,586,11
47,243,141,604,12
48,239,120,628,13
49,228,119,640,13
50,219,117,651,13
51,210,114,661,15
52,205,107,673,15
53,198,105,682,15
54,190,107,688,15
55,188,101,696,15
56,183,96,706,15
57,179,84,722,15
58,173,85,727,15
59,171,81,733,15
60,165,81,739,15
61,160,81,744,15
62,154,79,751,16
63,152,75,757,16
64,149,71,764,16
65,145,67,772,16
66,139,65,780,16
67,137,58,789,16
68,135,52,796,17
69,131,52,800,17
70,125,53,805,17
71,122,53,807,18
72,119,51,812,18
73,115,49,818,18
74,110,50,822,18
75,109,43,830,18
76,105,46,831,18
77,104,43,835,18
78,101,43,838,18
79,101,41,839,19
80,100,38,843,19
81,98,36,847,19
82,93,39,849,19
83,91,36,854,19
84,89,36,856,19
85,88,33,860,19
86,86,31,864,19
87,85,29,867,19
88,84,29,868,19
89,83,29,869,19
90,82,26,873,19
91,80,27,874,19
92,79,26,876,19
93,77,23,881,19
94,76,21,884,19
95,76,20,885,19
96,76,19,885,20
97,76,16,888,20
98,76,14,890,20
99,76,12,892,20
100,76,11,893,20
101,76,10,894,20
102,74,12,894,20
103,72,9,899,20
104,71,10,899,20
105,71,10,899,20
106,70,9,901,20
107,69,9,902,20
108,69,8,903,20
109,69,7,904,20
110,69,7,904,20
111,69,7,904,20
112,69,6,905,20
113,69,5,906,20
114,69,4,907,20
115,69,4,907,20
116,69,4,907,20
117,69,2,908,21
118,69,1,909,21
119,69,1,909,21
120,69,0,910,21
