timestep,susceptible,infected,recovered,dead
1,981,19,0,0
2,977,23,0,0
3,966,34,0,0
4,959,41,0,0
5,949,51,0,0
6,933,67,0,0
7,905,95,0,0
8,889,111,0,0
9,863,137,0,0
10,832,168,0,0
11,798,195,7,0
12,763,228,9,0
13,727,259,14,0
14,693,286,21,0
15,676,295,29,0
16,650,311,39,0
17,623,324,53,0
18,593,340,67,0
19,564,349,87,0
20,542,353,105,0
21,513,356,130,1
22,484,365,149,2
23,464,361,171,4
24,431,368,197,4
25,408,364,224,4
26,388,353,251,8
27,363,352,277,8
28,341,338,312,9
29,324,321,346,9
30,310,317,364,9
31,298,301,391,10
32,277,293,420,10
33,255,292,443,10
34,241,275,470,14
35,220,266,500,14
36,211,252,523,14
37,199,230,557,14
38,182,226,578,14
39,168,218,597,17
40,159,209,615,17
41,150,204,629,17
42,144,193,645,18
43,140,177,665,18
44,130,169,681,20
45,121,156,703,20
46,113,156,711,20
47,107,146,727,20
48,101,140,738,21
49,96,134,749,21
50,91,122,766,21
51,85,117,777,21
52,81,106,792,21
53,78,93,807,22
54,76,85,817,22
55,73,76,829,22
56,73,70,834,23
57,72,64,841,23
58,70,54,853,23
59,66,50,861,23
60,64,41,871,24
61,64,34,878,24
62,59,32,885,24
63,58,32,886,24
64,56,31,889,24
65,55,31,890,24
66,55,26,895,24
67,54,24,898,24
68,53,21,902,24
69,52,21,903,24
70,51,20,905,24
71,49,21,906,24
72,48,20,908,24
73,46,21,909,24
74,45,20,911,24
75,45,18,913,24
76,45,15,916,24
77,45,12,919,24
78,44,12,920,24
79,44,10,922,24
80,43,8,925,24
81,43,8,925,24
82,43,8,925,24
83,43,8,925,24
84,43,7,926,24
85,43,6,927,24
86,43,6,927,24
87,42,4,930,24
88,41,5,930,24
89,41,4,931,24
90,41,4,931,24
91,41,4,931,24
92,41,4,931,24
93,41,4,931,24
94,41,4,931,24
95,41,3,932,24
96,39,4,933,24
97,39,4,933,24
98,39,4,933,24
99,39,3,934,24
100,39,3,934,24
101,39,3,934,24
102,39,2,935,24
103,39,2,935,24
104,39,2,935,24
105,39,2,935,24
106,39,2,935,24
107,39,2,935,24
108,39,1,936,24
109,39,1,936,24
110,39,1,936,24
111,39,0,937,24
