timestep,susceptible,infected,recovered,dead
1,986,14,0,0
2,979,21,0,0
3,973,27,0,0
4,966,34,0,0
5,957,43,0,0
6,944,56,0,0
7,936,64,0,0
8,926,74,0,0
9,912,87,1,0
10,892,106,2,0
11,873,122,5,0
12,849,143,8,0
13,825,161,14,0
14,803,175,22,0
15,776,196,28,0
16,758,205,36,1
17,733,222,43,2
18,714,232,52,2
19,694,236,68,2
20,669,257,72,2
21,651,266,79,4
22,614,288,94,4
23,598,288,109,5
24,585,278,132,5
25,559,286,150,5
26,538,281,174,7
27,519,284,189,8
28,490,297,205,8
29,470,299,222,9
30,448,300,243,9
31,429,291,271,9
32,407,290,294,9
33,385,292,313,10
34,372,282,336,10
35,363,269,357,11
36,352,260,374,14
37,341,244,399,16
38,319,247,417,17
39,310,233,439,18
40,296,231,455,18
41,286,221,475,18
42,277,204,500,19
43,267,191,523,19
44,255,187,539,19
45,247,176,558,19
46,239,168,574,19
47,228,162,590,20
48,219,156,605,20
49,212,145,623,20
50,203,136,640,21
51,199,127,653,21
52,194,119,666,21
53,190,108,680,22
54,185,103,690,22
55,179,96,703,22
56,176,88,714,22
57,168,86,724,22
58,161,84,733,22
59,156,84,738,22
60,149,86,743,22
61,143,85,749,23
62,138,81,758,23
63,135,77,765,23
64,127,82,768,23
65,125,72,780,23
66,124,62,791,23
67,122,59,796,23
68,120,57,800,23
69,119,50,808,23
70,117,46,814,23
71,116,42,819,23
72,115,37,825,23
73,113,36,828,23
74,112,30,835,23
75,111,28,838,23
76,111,19,847,23
77,111,18,848,23
78,111,12,854,23
79,110,12,855,23
80,109,12,856,23
81,109,10,858,23
82,109,7,860,24
83,108,8,860,24
84,105,11,860,24
85,104,10,862,24
86,103,11,862,24
87,102,10,864,24
88,101,11,864,24
89,99,12,865,24
90,97,13,866,24
91,96,14,866,24
92,96,14,866,24
93,96,13,867,24
94,93,15,868,24
95,90,18,868,24
96,90,16,870,24
97,89,15,872,24
98,89,14,873,24
99,89,13,874,24
100,89,11,876,24
101,89,11,876,24
102,89,10,877,24
103,87,11,878,24
104,86,12,878,24
105,86,9,881,24
106,86,8,882,24
107,86,8,882,24
108,86,8,882,24
109,86,5,885,24
110,86,5,885,24
111,86,4,886,24
112,86,3,887,24
113,86,2,888,24
114,86,2,888,24
115,86,1,889,24
116,86,1,889,24
117,86,1,889,24
118,86,1,889,24
119,86,1,889,24
120,86,1,889,24
121,86,1,889,24
122,86,0,889,25
