timestep,susceptible,infected,recovered,dead
1,984,16,0,0
2,976,24,0,0
3,968,32,0,0
4,956,44,0,0
5,940,60,0,0
6,922,78,0,0
7,901,99,0,0
8,882,116,2,0
9,855,141,4,0
10,828,167,5,0
11,796,197,7,0
12,767,221,11,1
13,736,248,15,1
14,712,260,27,1
15,688,279,32,1
16,654,302,43,1
17,621,322,56,1
18,586,344,69,1
19,558,353,88,1
20,539,349,111,1
21,517,355,126,2
22,484,361,153,2
23,455,357,186,2
24,430,355,213,2
25,417,336,245,2
26,404,319,275,2
27,387,308,302,3
28,374,294,329,3
29,359,289,349,3
30,341,284,371,4
31,325,276,394,5
32,310,254,430,6
33,295,243,456,6
34,282,227,482,9
35,270,219,502,9
36,257,207,527,9
37,245,198,548,9
38,236,190,565,9
39,225,184,582,9
40,213,176,601,10
41,208,160,621,11
42,204,147,638,11
43,196,143,650,11
44,192,136,660,12
45,184,130,673,13
46,179,117,691,13
47,178,105,704,13
48,169,102,716,13
49,166,92,728,14
50,164,88,734,14
51,162,80,744,14
52,159,67,760,14
53,154,66,766,14
54,151,64,771,14
55,151,57,778,14
56,149,54,782,15
57,147,49,788,16
58,144,49,791,16
59,140,46,798,16
60,137,43,804,16
61,136,37,811,16
62,136,31,817,16
63,133,31,820,16
64,133,31,820,16
65,131,28,825,16
66,130,28,825,17
67,121,34,828,17
68,118,34,831,17
69,117,32,834,17
70,114,32,837,17
71,113,31,839,17
72,112,30,841,17
73,112,27,844,17
74,109,28,846,17
75,107,26,850,17
76,106,25,852,17
77,106,23,854,17
78,103,23,857,17
79,102,21,860,17
80,102,18,863,17
81,102,18,863,17
82,100,18,865,17
83,100,16,867,17
84,98,16,869,17
85,97,14,872,17
86,95,15,873,17
87,93,15,875,17
88,92,16,875,17
89,91,17,875,17
90,90,17,876,17
91,90,15,878,17
92,90,14,879,17
93,89,15,879,17
94,89,13,881,17
95,89,11,883,17
96,88,10,885,17
97,87,9,887,17
98,86,10,887,17
99,85,11,887,17
100,83,12,888,17
101,81,14,888,17
102,80,15,888,17
103,80,14,889,17
104,79,13,891,17
105,78,13,892,17
106,77,14,892,17
107,76,13,894,17
108,74,14,895,17
109,74,13,896,17
110,74,13,896,17
111,74,10,899,17
112,73,10,900,17
113,72,11,900,17
114,72,9,902,17
115,72,7,904,17
116,72,6,905,17
117,72,5,906,17
118,70,6,907,17
119,70,5,908,17
120,70,5,908,17
121,70,4,908,18
122,70,4,908,18
123,70,4,908,18
124,69,4,909,18
125,69,4,909,18
126,69,4,909,18
127,69,3,910,18
128,69,2,911,18
129,69,1,912,18
130,69,1,912,18
131,69,1,912,18
132,69,1,912,18
133,68,2,912,18
134,68,2,912,18
135,68,2,912,18
136,68,2,912,18
137,67,3,912,18
138,67,3,912,18
139,67,3,912,18
140,67,3,912,18
141,67,3,912,18
142,67,3,912,18
143,67,2,913,18
144,67,2,913,18
145,67,2,913,18
146,67,2,913,18
147,67,2,913,18
148,67,2,913,18
149,67,2,913,18
150,67,2,913,18
151,67,2,913,18
152,67,1,914,18
153,67,1,914,18
154,67,0,915,18
