timestep,susceptible,infected,recovered,dead
1,981,19,0,0
2,974,26,0,0
3,967,33,0,0
4,957,43,0,0
5,944,56,0,0
6,932,68,0,0
7,914,86,0,0
8,887,112,1,0
9,866,130,4,0
10,845,149,6,0
11,827,164,9,0
12,797,192,11,0
13,763,221,16,0
14,739,239,22,0
15,716,258,26,0
16,692,271,37,0
17,662,285,53,0
18,632,297,71,0
19,605,314,80,1
20,578,326,94,2
21,552,330,114,4
22,513,347,135,5
23,483,354,157,6
24,457,365,172,6
25,430,363,199,8
26,404,362,225,9
27,384,353,253,10
28,350,356,284,10
29,331,345,314,10
30,313,333,344,10
31,282,336,372,10
32,265,324,401,10
33,254,311,425,10
34,242,301,446,11
35,229,293,466,12
36,213,275,498,14
37,202,265,519,14
38,189,247,549,15
39,180,225,580,15
40,172,211,601,16
41,161,204,619,16
42,154,190,638,18
43,143,178,661,18
44,137,166,679,18
45,127,155,698,20
46,126,130,723,21
47,123,119,737,21
48,115,115,749,21
49,108,106,765,21
50,102,101,776,21
51,94,102,783,21
52,91,86,802,21
53,89,80,810,21
54,84,79,816,21
55,78,76,824,22
56,75,73,830,22
57,74,65,839,22
58,74,56,847,23
59,73,53,851,23
60,73,51,853,23
61,70,41,866,23
62,68,40,869,23
63,65,36,876,23
64,63,34,880,23
65,62,31,884,23
66,62,27,887,24
67,62,21,893,24
68,62,19,895,24
69,61,19,896,24
70,59,17,900,24
71,59,15,902,24
72,59,13,904,24
73,59,11,906,24
74,59,9,908,24
75,59,8,909,24
76,57,9,910,24
77,57,8,911,24
78,57,7,911,25
79,57,6,912,25
80,57,5,913,25
81,57,5,913,25
82,57,5,913,25
83,57,4,914,25
84,57,3,915,25
85,57,3,915,25
86,57,1,917,25
87,57,1,917,25
88,57,1,917,25
89,57,1,917,25
90,57,1,917,25
91,57,0,918,25
