timestep,susceptible,infected,recovered,dead
1,983,17,0,0
2,972,28,0,0
3,956,44,0,0
4,949,51,0,0
5,929,71,0,0
6,909,90,1,0
7,887,112,1,0
8,867,131,2,0
9,850,147,3,0
10,818,176,6,0
11,785,203,12,0
12,753,231,16,0
13,713,262,25,0
14,682,289,29,0
15,650,312,38,0
16,621,328,50,1
17,591,343,65,1
18,555,357,87,1
19,520,370,108,2
20,477,394,126,3
21,437,413,145,5
22,392,434,169,5
23,357,437,201,5
24,326,440,229,5
25,297,435,263,5
26,269,436,289,6
27,247,431,316,6
28,226,421,347,6
29,203,409,381,7
30,182,401,410,7
31,165,382,445,8
32,146,376,470,8
33,128,356,506,10
34,112,334,544,10
35,100,311,579,10
36,95,273,622,10
37,89,250,651,10
38,78,234,678,10
39,72,216,702,10
40,61,203,725,11
41,57,187,745,11
42,50,163,776,11
43,47,142,800,11
44,42,126,821,11
45,41,110,838,11
46,39,99,851,11
47,37,85,866,12
48,35,74,879,12
49,35,64,889,12
50,34,57,897,12
51,33,50,905,12
52,32,42,914,12
53,32,38,918,12
54,31,34,923,12
55,31,27,930,12
56,31,22,935,12
57,29,19,940,12
58,29,17,942,12
59,29,13,946,12
60,27,13,948,12
61,27,11,950,12
62,27,9,952,12
63,26,8,954,12
64,26,7,955,12
65,26,7,955,12
66,26,7,955,12
67,25,8,955,12
68,25,6,957,12
69,25,4,959,12
70,25,3,960,12
71,25,3,960,12
72,25,3,960,12
73,25,2,961,12
74,24,3,961,12
75,24,3,961,12
76,24,3,961,12
77,24,2,962,12
78,24,2,962,12
79,24,2,962,12
80,24,2,962,12
81,24,1,963,12
82,24,1,963,12
83,24,1,963,12
84,24,1,963,12
85,24,0,964,12
