timestep,susceptible,infected,recovered,dead
1,986,14,0,0
2,982,18,0,0
3,978,22,0,0
4,971,29,0,0
5,962,37,1,0
6,950,49,1,0
7,937,62,1,0
8,915,84,1,0
9,890,108,2,0
10,869,127,4,0
11,837,157,6,0
12,812,178,9,1
13,773,211,15,1
14,749,232,18,1
15,725,250,24,1
16,700,266,33,1
17,670,288,41,1
18,644,302,53,1
19,616,318,65,1
20,588,333,76,3
21,552,356,89,3
22,518,374,104,4
23,492,371,132,5
24,464,367,161,8
25,433,368,191,8
26,399,377,216,8
27,373,381,238,8
28,351,377,264,8
29,329,368,294,9
30,304,370,317,9
31,277,369,345,9
32,255,358,378,9
33,232,350,407,11
34,215,343,430,12
35,199,326,463,12
36,185,312,489,14
37,177,289,520,14
38,161,272,552,15
39,149,267,569,15
40,130,254,600,16
41,118,238,627,17
42,105,226,652,17
43,97,215,671,17
44,92,201,690,17
45,90,181,712,17
46,87,163,733,17
47,79,147,757,17
48,74,135,774,17
49,67,124,791,18
50,64,113,804,19
51,61,96,823,20
52,59,91,830,20
53,55,85,840,20
54,51,77,852,20
55,49,68,863,20
56,46,66,868,20
57,44,64,872,20
58,42,60,878,20
59,40,49,891,20
60,39,40,901,20
61,39,37,904,20
62,38,31,911,20
63,38,27,915,20
64,38,25,917,20
65,38,23,919,20
66,38,19,923,20
67,38,19,923,20
68,36,17,927,20
69,35,15,930,20
70,34,12,933,21
71,34,11,934,21
72,34,8,937,21
73,34,7,938,21
74,34,6,939,21
75,34,6,939,21
76,34,6,939,21
77,34,5,940,21
78,34,4,941,21
79,34,4,941,21
80,34,2,943,21
81,34,1,944,21
82,34,1,944,21
83,34,0,945,21
